Date,Branch_ID,Shift,Local_State_Signal
2024-07-11,BR-001,Afternoon,False
2024-07-12,BR-001,Afternoon,False
2024-07-13,BR-001,Afternoon,False
2024-07-14,BR-001,Afternoon,False
2024-07-15,BR-001,Afternoon,False
2024-07-16,BR-001,Afternoon,False
2024-07-17,BR-001,Afternoon,False
2024-07-18,BR-001,Afternoon,False
2024-07-19,BR-001,Afternoon,False
2024-07-20,BR-001,Afternoon,False
2024-07-21,BR-001,Afternoon,False
2024-07-22,BR-001,Afternoon,False
2024-07-23,BR-001,Afternoon,False
2024-07-24,BR-001,Afternoon,False
2024-07-25,BR-001,Afternoon,False
2024-07-26,BR-001,Afternoon,False
2024-07-27,BR-001,Afternoon,False
2024-07-28,BR-001,Afternoon,False
2024-07-29,BR-001,Afternoon,False
2024-07-30,BR-001,Afternoon,False
2024-07-31,BR-001,Afternoon,False
2024-08-01,BR-001,Afternoon,False
2024-08-02,BR-001,Afternoon,False
2024-08-03,BR-001,Afternoon,False
2024-08-04,BR-001,Afternoon,False
2024-08-05,BR-001,Afternoon,False
2024-08-06,BR-001,Afternoon,False
2024-08-07,BR-001,Afternoon,False
2024-08-08,BR-001,Afternoon,False
2024-08-09,BR-001,Afternoon,False
2024-08-10,BR-001,Afternoon,False
2024-08-11,BR-001,Afternoon,False
2024-08-12,BR-001,Afternoon,False
2024-08-13,BR-001,Afternoon,False
2024-08-14,BR-001,Afternoon,False
2024-08-15,BR-001,Afternoon,False
2024-08-16,BR-001,Afternoon,False
2024-08-17,BR-001,Afternoon,False
2024-08-18,BR-001,Afternoon,False
2024-08-19,BR-001,Afternoon,False
2024-08-20,BR-001,Afternoon,False
2024-08-21,BR-001,Afternoon,False
2024-08-22,BR-001,Afternoon,False
2024-08-23,BR-001,Afternoon,False
2024-08-24,BR-001,Afternoon,False
2024-08-25,BR-001,Afternoon,False
2024-08-26,BR-001,Afternoon,False
2024-08-27,BR-001,Afternoon,False
2024-08-28,BR-001,Afternoon,False
2024-08-29,BR-001,Afternoon,False
2024-08-30,BR-001,Afternoon,False
2024-08-31,BR-001,Afternoon,False
2024-09-01,BR-001,Afternoon,False
2024-09-02,BR-001,Afternoon,False
2024-09-03,BR-001,Afternoon,False
2024-09-04,BR-001,Afternoon,False
2024-09-05,BR-001,Afternoon,False
2024-09-06,BR-001,Afternoon,False
2024-09-07,BR-001,Afternoon,False
2024-09-08,BR-001,Afternoon,False
2024-09-09,BR-001,Afternoon,False
2024-09-10,BR-001,Afternoon,False
2024-09-11,BR-001,Afternoon,False
2024-09-12,BR-001,Afternoon,False
2024-09-13,BR-001,Afternoon,False
2024-09-14,BR-001,Afternoon,False
2024-09-15,BR-001,Afternoon,False
2024-09-16,BR-001,Afternoon,False
2024-09-17,BR-001,Afternoon,False
2024-09-18,BR-001,Afternoon,False
2024-09-19,BR-001,Afternoon,False
2024-09-20,BR-001,Afternoon,False
2024-09-21,BR-001,Afternoon,False
2024-09-22,BR-001,Afternoon,False
2024-09-23,BR-001,Afternoon,False
2024-09-24,BR-001,Afternoon,False
2024-09-25,BR-001,Afternoon,False
2024-09-26,BR-001,Afternoon,False
2024-09-27,BR-001,Afternoon,False
2024-09-28,BR-001,Afternoon,False
2024-09-29,BR-001,Afternoon,False
2024-09-30,BR-001,Afternoon,False
2024-10-01,BR-001,Afternoon,False
2024-10-02,BR-001,Afternoon,False
2024-10-03,BR-001,Afternoon,False
2024-10-04,BR-001,Afternoon,False
2024-10-05,BR-001,Afternoon,False
2024-10-06,BR-001,Afternoon,False
2024-10-07,BR-001,Afternoon,False
2024-10-08,BR-001,Afternoon,False
2024-10-09,BR-001,Afternoon,False
2024-10-10,BR-001,Afternoon,False
2024-10-11,BR-001,Afternoon,False
2024-10-12,BR-001,Afternoon,False
2024-10-13,BR-001,Afternoon,False
2024-10-14,BR-001,Afternoon,False
2024-10-15,BR-001,Afternoon,False
2024-10-16,BR-001,Afternoon,False
2024-10-17,BR-001,Afternoon,False
2024-10-18,BR-001,Afternoon,False
2024-10-19,BR-001,Afternoon,False
2024-10-20,BR-001,Afternoon,False
2024-10-21,BR-001,Afternoon,False
2024-10-22,BR-001,Afternoon,False
2024-10-23,BR-001,Afternoon,False
2024-10-24,BR-001,Afternoon,False
2024-10-25,BR-001,Afternoon,False
2024-10-26,BR-001,Afternoon,False
2024-10-27,BR-001,Afternoon,False
2024-10-28,BR-001,Afternoon,False
2024-10-29,BR-001,Afternoon,False
2024-10-30,BR-001,Afternoon,False
2024-10-31,BR-001,Afternoon,False
2024-11-01,BR-001,Afternoon,False
2024-11-02,BR-001,Afternoon,False
2024-11-03,BR-001,Afternoon,False
2024-11-04,BR-001,Afternoon,False
2024-11-05,BR-001,Afternoon,False
2024-11-06,BR-001,Afternoon,False
2024-11-07,BR-001,Afternoon,False
2024-11-08,BR-001,Afternoon,False
2024-11-09,BR-001,Afternoon,False
2024-11-10,BR-001,Afternoon,False
2024-11-11,BR-001,Afternoon,False
2024-11-12,BR-001,Afternoon,False
2024-11-13,BR-001,Afternoon,False
2024-11-14,BR-001,Afternoon,False
2024-11-15,BR-001,Afternoon,False
2024-11-16,BR-001,Afternoon,False
2024-11-17,BR-001,Afternoon,False
2024-11-18,BR-001,Afternoon,False
2024-11-19,BR-001,Afternoon,False
2024-11-20,BR-001,Afternoon,False
2024-11-21,BR-001,Afternoon,False
2024-11-22,BR-001,Afternoon,False
2024-11-23,BR-001,Afternoon,False
2024-11-24,BR-001,Afternoon,False
2024-11-25,BR-001,Afternoon,False
2024-11-26,BR-001,Afternoon,False
2024-11-27,BR-001,Afternoon,False
2024-11-28,BR-001,Afternoon,False
2024-11-29,BR-001,Afternoon,False
2024-11-30,BR-001,Afternoon,False
2024-12-01,BR-001,Afternoon,False
2024-12-02,BR-001,Afternoon,False
2024-12-03,BR-001,Afternoon,False
2024-12-04,BR-001,Afternoon,False
2024-12-05,BR-001,Afternoon,False
2024-12-06,BR-001,Afternoon,False
2024-12-07,BR-001,Afternoon,False
2024-12-08,BR-001,Afternoon,False
2024-12-09,BR-001,Afternoon,False
2024-12-10,BR-001,Afternoon,False
2024-12-11,BR-001,Afternoon,False
2024-12-12,BR-001,Afternoon,False
2024-12-13,BR-001,Afternoon,False
2024-12-14,BR-001,Afternoon,False
2024-12-15,BR-001,Afternoon,False
2024-12-16,BR-001,Afternoon,False
2024-12-17,BR-001,Afternoon,False
2024-12-18,BR-001,Afternoon,False
2024-12-19,BR-001,Afternoon,False
2024-12-20,BR-001,Afternoon,False
2024-12-21,BR-001,Afternoon,False
2024-12-22,BR-001,Afternoon,False
2024-12-23,BR-001,Afternoon,False
2024-12-24,BR-001,Afternoon,False
2024-12-25,BR-001,Afternoon,False
2024-12-26,BR-001,Afternoon,False
2024-12-27,BR-001,Afternoon,False
2024-12-28,BR-001,Afternoon,False
2024-12-29,BR-001,Afternoon,False
2024-12-30,BR-001,Afternoon,False
2024-12-31,BR-001,Afternoon,False
2025-01-01,BR-001,Afternoon,False
2025-01-02,BR-001,Afternoon,False
2025-01-03,BR-001,Afternoon,False
2025-01-04,BR-001,Afternoon,False
2025-01-05,BR-001,Afternoon,False
2025-01-06,BR-001,Afternoon,False
2025-01-07,BR-001,Afternoon,False
2025-01-08,BR-001,Afternoon,False
2025-01-09,BR-001,Afternoon,False
2025-01-10,BR-001,Afternoon,False
2025-01-11,BR-001,Afternoon,False
2025-01-12,BR-001,Afternoon,False
2025-01-13,BR-001,Afternoon,False
2025-01-14,BR-001,Afternoon,False
2025-01-15,BR-001,Afternoon,False
2025-01-16,BR-001,Afternoon,False
2025-01-17,BR-001,Afternoon,False
2025-01-18,BR-001,Afternoon,False
2025-01-19,BR-001,Afternoon,False
2025-01-20,BR-001,Afternoon,False
2025-01-21,BR-001,Afternoon,False
2025-01-22,BR-001,Afternoon,False
2025-01-23,BR-001,Afternoon,False
2025-01-24,BR-001,Afternoon,False
2025-01-25,BR-001,Afternoon,False
2025-01-26,BR-001,Afternoon,False
2025-01-27,BR-001,Afternoon,False
2025-01-28,BR-001,Afternoon,False
2025-01-29,BR-001,Afternoon,False
2025-01-30,BR-001,Afternoon,False
2025-01-31,BR-001,Afternoon,False
2025-02-01,BR-001,Afternoon,False
2025-02-02,BR-001,Afternoon,False
2025-02-03,BR-001,Afternoon,False
2025-02-04,BR-001,Afternoon,False
2025-02-05,BR-001,Afternoon,False
2025-02-06,BR-001,Afternoon,False
2025-02-07,BR-001,Afternoon,False
2025-02-08,BR-001,Afternoon,False
2025-02-09,BR-001,Afternoon,False
2025-02-10,BR-001,Afternoon,False
2025-02-11,BR-001,Afternoon,False
2025-02-12,BR-001,Afternoon,False
2025-02-13,BR-001,Afternoon,False
2025-02-14,BR-001,Afternoon,False
2025-02-15,BR-001,Afternoon,False
2025-02-16,BR-001,Afternoon,False
2025-02-17,BR-001,Afternoon,False
2025-02-18,BR-001,Afternoon,False
2025-02-19,BR-001,Afternoon,False
2025-02-20,BR-001,Afternoon,False
2025-02-21,BR-001,Afternoon,False
2025-02-22,BR-001,Afternoon,False
2025-02-23,BR-001,Afternoon,False
2025-02-24,BR-001,Afternoon,False
2025-02-25,BR-001,Afternoon,False
2025-02-26,BR-001,Afternoon,False
2025-02-27,BR-001,Afternoon,False
2025-02-28,BR-001,Afternoon,False
2025-03-01,BR-001,Afternoon,False
2025-03-02,BR-001,Afternoon,False
2025-03-03,BR-001,Afternoon,False
2025-03-04,BR-001,Afternoon,False
2025-03-05,BR-001,Afternoon,False
2025-03-06,BR-001,Afternoon,False
2025-03-07,BR-001,Afternoon,False
2025-03-08,BR-001,Afternoon,False
2025-03-09,BR-001,Afternoon,False
2025-03-10,BR-001,Afternoon,False
2025-03-11,BR-001,Afternoon,False
2025-03-12,BR-001,Afternoon,False
2025-03-13,BR-001,Afternoon,False
2025-03-14,BR-001,Afternoon,False
2025-03-15,BR-001,Afternoon,False
2025-03-16,BR-001,Afternoon,False
2025-03-17,BR-001,Afternoon,False
2025-03-18,BR-001,Afternoon,False
2025-03-19,BR-001,Afternoon,False
2025-03-20,BR-001,Afternoon,False
2025-03-21,BR-001,Afternoon,False
2025-03-22,BR-001,Afternoon,False
2025-03-23,BR-001,Afternoon,False
2025-03-24,BR-001,Afternoon,False
2025-03-25,BR-001,Afternoon,False
2025-03-26,BR-001,Afternoon,False
2025-03-27,BR-001,Afternoon,False
2025-03-28,BR-001,Afternoon,False
2025-03-29,BR-001,Afternoon,False
2025-03-30,BR-001,Afternoon,False
2025-03-31,BR-001,Afternoon,False
2025-04-01,BR-001,Afternoon,False
2025-04-02,BR-001,Afternoon,False
2025-04-03,BR-001,Afternoon,False
2025-04-04,BR-001,Afternoon,False
2025-04-05,BR-001,Afternoon,False
2025-04-06,BR-001,Afternoon,False
2025-04-07,BR-001,Afternoon,False
2025-04-08,BR-001,Afternoon,False
2025-04-09,BR-001,Afternoon,False
2025-04-10,BR-001,Afternoon,False
2025-04-11,BR-001,Afternoon,False
2025-04-12,BR-001,Afternoon,False
2025-04-13,BR-001,Afternoon,False
2025-04-14,BR-001,Afternoon,False
2025-04-15,BR-001,Afternoon,False
2025-04-16,BR-001,Afternoon,False
2025-04-17,BR-001,Afternoon,False
2025-04-18,BR-001,Afternoon,False
2025-04-19,BR-001,Afternoon,False
2025-04-20,BR-001,Afternoon,False
2025-04-21,BR-001,Afternoon,False
2025-04-22,BR-001,Afternoon,False
2025-04-23,BR-001,Afternoon,False
2025-04-24,BR-001,Afternoon,False
2025-04-25,BR-001,Afternoon,False
2025-04-26,BR-001,Afternoon,False
2025-04-27,BR-001,Afternoon,False
2025-04-28,BR-001,Afternoon,False
2025-04-29,BR-001,Afternoon,False
2025-04-30,BR-001,Afternoon,False
2025-05-01,BR-001,Afternoon,False
2025-05-02,BR-001,Afternoon,False
2025-05-03,BR-001,Afternoon,False
2025-05-04,BR-001,Afternoon,False
2025-05-05,BR-001,Afternoon,False
2025-05-06,BR-001,Afternoon,False
2025-05-07,BR-001,Afternoon,False
2025-05-08,BR-001,Afternoon,False
2025-05-09,BR-001,Afternoon,False
2025-05-10,BR-001,Afternoon,False
2025-05-11,BR-001,Afternoon,False
2025-05-12,BR-001,Afternoon,False
2025-05-13,BR-001,Afternoon,False
2025-05-14,BR-001,Afternoon,False
2025-05-15,BR-001,Afternoon,False
2025-05-16,BR-001,Afternoon,False
2025-05-17,BR-001,Afternoon,False
2025-05-18,BR-001,Afternoon,False
2025-05-19,BR-001,Afternoon,False
2025-05-20,BR-001,Afternoon,False
2025-05-21,BR-001,Afternoon,False
2025-05-22,BR-001,Afternoon,False
2025-05-23,BR-001,Afternoon,False
2025-05-24,BR-001,Afternoon,False
2025-05-25,BR-001,Afternoon,False
2025-05-26,BR-001,Afternoon,False
2025-05-27,BR-001,Afternoon,False
2025-05-28,BR-001,Afternoon,False
2025-05-29,BR-001,Afternoon,True
2025-05-30,BR-001,Afternoon,False
2025-05-31,BR-001,Afternoon,False
2025-06-01,BR-001,Afternoon,False
2025-06-02,BR-001,Afternoon,False
2025-06-03,BR-001,Afternoon,False
2025-06-04,BR-001,Afternoon,False
2025-06-05,BR-001,Afternoon,False
2025-06-06,BR-001,Afternoon,False
2025-06-07,BR-001,Afternoon,False
2025-06-08,BR-001,Afternoon,False
2025-06-09,BR-001,Afternoon,False
2025-06-10,BR-001,Afternoon,False
2025-06-11,BR-001,Afternoon,False
2025-06-12,BR-001,Afternoon,False
2025-06-13,BR-001,Afternoon,False
2025-06-14,BR-001,Afternoon,False
2025-06-15,BR-001,Afternoon,False
2025-06-16,BR-001,Afternoon,False
2025-06-17,BR-001,Afternoon,False
2025-06-18,BR-001,Afternoon,False
2025-06-19,BR-001,Afternoon,False
2025-06-20,BR-001,Afternoon,True
2025-06-21,BR-001,Afternoon,False
2025-06-22,BR-001,Afternoon,True
2025-06-23,BR-001,Afternoon,False
2025-06-24,BR-001,Afternoon,False
2025-06-25,BR-001,Afternoon,False
2025-06-26,BR-001,Afternoon,False
2025-06-27,BR-001,Afternoon,False
2025-06-28,BR-001,Afternoon,False
2025-06-29,BR-001,Afternoon,False
2025-06-30,BR-001,Afternoon,False
2025-07-01,BR-001,Afternoon,False
2025-07-02,BR-001,Afternoon,False
2025-07-03,BR-001,Afternoon,False
2025-07-04,BR-001,Afternoon,False
2025-07-05,BR-001,Afternoon,False
2025-07-06,BR-001,Afternoon,False
2025-07-07,BR-001,Afternoon,False
2025-07-08,BR-001,Afternoon,False
2025-07-09,BR-001,Afternoon,False
2025-07-10,BR-001,Afternoon,False
2025-07-11,BR-001,Afternoon,False
2025-07-12,BR-001,Afternoon,False
2025-07-13,BR-001,Afternoon,False
2025-07-14,BR-001,Afternoon,False
2025-07-15,BR-001,Afternoon,False
2025-07-16,BR-001,Afternoon,False
2025-07-17,BR-001,Afternoon,False
2025-07-18,BR-001,Afternoon,False
2025-07-19,BR-001,Afternoon,False
2025-07-20,BR-001,Afternoon,False
2025-07-21,BR-001,Afternoon,False
2025-07-22,BR-001,Afternoon,False
2025-07-23,BR-001,Afternoon,False
2025-07-24,BR-001,Afternoon,False
2025-07-25,BR-001,Afternoon,False
2025-07-26,BR-001,Afternoon,False
2025-07-27,BR-001,Afternoon,False
2025-07-28,BR-001,Afternoon,False
2025-07-29,BR-001,Afternoon,False
2025-07-30,BR-001,Afternoon,False
2025-07-31,BR-001,Afternoon,False
2025-08-01,BR-001,Afternoon,False
2025-08-02,BR-001,Afternoon,False
2025-08-03,BR-001,Afternoon,False
2025-08-04,BR-001,Afternoon,False
2025-08-05,BR-001,Afternoon,False
2025-08-06,BR-001,Afternoon,False
2025-08-07,BR-001,Afternoon,False
2025-08-08,BR-001,Afternoon,False
2025-08-09,BR-001,Afternoon,False
2025-08-10,BR-001,Afternoon,False
2025-08-11,BR-001,Afternoon,False
2025-08-12,BR-001,Afternoon,False
2025-08-13,BR-001,Afternoon,False
2025-08-14,BR-001,Afternoon,False
2025-08-15,BR-001,Afternoon,False
2025-08-16,BR-001,Afternoon,False
2025-08-17,BR-001,Afternoon,False
2025-08-18,BR-001,Afternoon,False
2025-08-19,BR-001,Afternoon,False
2025-08-20,BR-001,Afternoon,False
2025-08-21,BR-001,Afternoon,False
2025-08-22,BR-001,Afternoon,False
2025-08-23,BR-001,Afternoon,False
2025-08-24,BR-001,Afternoon,False
2025-08-25,BR-001,Afternoon,False
2025-08-26,BR-001,Afternoon,False
2025-08-27,BR-001,Afternoon,False
2025-08-28,BR-001,Afternoon,False
2025-08-29,BR-001,Afternoon,False
2025-08-30,BR-001,Afternoon,False
2025-08-31,BR-001,Afternoon,False
2025-09-01,BR-001,Afternoon,False
2025-09-02,BR-001,Afternoon,False
2025-09-03,BR-001,Afternoon,False
2025-09-04,BR-001,Afternoon,False
2025-09-05,BR-001,Afternoon,False
2025-09-06,BR-001,Afternoon,False
2025-09-07,BR-001,Afternoon,False
2025-09-08,BR-001,Afternoon,False
2025-09-09,BR-001,Afternoon,False
2025-09-10,BR-001,Afternoon,False
2025-09-11,BR-001,Afternoon,False
2025-09-12,BR-001,Afternoon,False
2025-09-13,BR-001,Afternoon,False
2025-09-14,BR-001,Afternoon,False
2025-09-15,BR-001,Afternoon,False
2025-09-16,BR-001,Afternoon,False
2025-09-17,BR-001,Afternoon,False
2025-09-18,BR-001,Afternoon,False
2025-09-19,BR-001,Afternoon,False
2025-09-20,BR-001,Afternoon,False
2025-09-21,BR-001,Afternoon,False
2025-09-22,BR-001,Afternoon,False
2025-09-23,BR-001,Afternoon,False
2025-09-24,BR-001,Afternoon,False
2025-09-25,BR-001,Afternoon,False
2025-09-26,BR-001,Afternoon,False
2025-09-27,BR-001,Afternoon,False
2025-09-28,BR-001,Afternoon,False
2025-09-29,BR-001,Afternoon,False
2025-09-30,BR-001,Afternoon,False
2025-10-01,BR-001,Afternoon,False
2025-10-02,BR-001,Afternoon,False
2025-10-03,BR-001,Afternoon,False
2025-10-04,BR-001,Afternoon,False
2025-10-05,BR-001,Afternoon,False
2025-10-06,BR-001,Afternoon,False
2025-10-07,BR-001,Afternoon,False
2025-10-08,BR-001,Afternoon,False
2025-10-09,BR-001,Afternoon,False
2025-10-10,BR-001,Afternoon,False
2025-10-11,BR-001,Afternoon,False
2025-10-12,BR-001,Afternoon,False
2025-10-13,BR-001,Afternoon,False
2025-10-14,BR-001,Afternoon,False
2025-10-15,BR-001,Afternoon,False
2025-10-16,BR-001,Afternoon,False
2025-10-17,BR-001,Afternoon,False
2025-10-18,BR-001,Afternoon,False
2025-10-19,BR-001,Afternoon,False
2025-10-20,BR-001,Afternoon,False
2025-10-21,BR-001,Afternoon,False
2025-10-22,BR-001,Afternoon,False
2025-10-23,BR-001,Afternoon,False
2025-10-24,BR-001,Afternoon,False
2025-10-25,BR-001,Afternoon,False
2025-10-26,BR-001,Afternoon,False
2025-10-27,BR-001,Afternoon,False
2025-10-28,BR-001,Afternoon,False
2025-10-29,BR-001,Afternoon,False
2025-10-30,BR-001,Afternoon,False
2025-10-31,BR-001,Afternoon,False
2025-11-01,BR-001,Afternoon,False
2025-11-02,BR-001,Afternoon,False
2025-11-03,BR-001,Afternoon,False
2025-11-04,BR-001,Afternoon,False
2025-11-05,BR-001,Afternoon,False
2025-11-06,BR-001,Afternoon,False
2025-11-07,BR-001,Afternoon,False
2025-11-08,BR-001,Afternoon,False
2025-11-09,BR-001,Afternoon,False
2025-11-10,BR-001,Afternoon,False
2025-11-11,BR-001,Afternoon,False
2025-11-12,BR-001,Afternoon,False
2025-11-13,BR-001,Afternoon,False
2025-11-14,BR-001,Afternoon,False
2025-11-15,BR-001,Afternoon,False
2025-11-16,BR-001,Afternoon,False
2025-11-17,BR-001,Afternoon,False
2025-11-18,BR-001,Afternoon,False
2025-11-19,BR-001,Afternoon,False
2025-11-20,BR-001,Afternoon,False
2025-11-21,BR-001,Afternoon,False
2025-11-22,BR-001,Afternoon,False
2025-11-23,BR-001,Afternoon,False
2025-11-24,BR-001,Afternoon,False
2025-11-25,BR-001,Afternoon,False
2025-11-26,BR-001,Afternoon,False
2025-11-27,BR-001,Afternoon,False
