Application_Date,Application_ID,Application_Month,Channel,Customer_Segment,Product_Type,Region,Branch_ID,Shift,Application_Received_Timestamp,Product_Risk_Class,Ownership_Complexity_Flag,Identity_Exception_History_Flag,Source_Channel_Risk,Enhanced_Due_Diligence_Flag,Verification_Risk_Score,Risk_Score,Risk_Tier,Products_Requested,Documents_Required,Complexity_Score,Application_Complexity,Opening_Backlog,Closing_Backlog,Effective_Capacity,Available_Staff,Senior_Reviewer_Count,KYC_Specialist_Count,System_Downtime_Minutes,Arrival_Rank_In_Shift,Queue_Length_At_Arrival,Queue_Position_At_Arrival,Documentation_Completeness_Defect,Document_Quality_Defect,Identity_Verification_Defect,Data_Capture_Defect,KYC_Processing_Defect,Product_Information_Defect,Defect_Count,Missing_Document_Flag,Document_Error_Flag,Identity_Mismatch_Flag,Documents_Submitted,Rework_Count,Rework_Flag,Rework_Minutes,Required_Manual_Review_Flag,Defect_Driven_Review_Flag,Manual_Review_Flag,Exception_Flag,Analyst_ID,Analyst_Workload_At_Assignment,Queue_Time_Minutes,Identity_Verification_Minutes,Document_Validation_Minutes,KYC_Batch_Wait_Minutes,KYC_Processing_Minutes,Manual_Review_Queue_Wait_Minutes,Manual_Review_Minutes,Abandonment_Flag,Application_Abandoned_Flag,Completed_Flag,Application_Status,Abandonment_Stage,Identity_Verification_Start,Identity_Verification_End,Document_Validation_Start,Document_Validation_End,KYC_Start,KYC_End,Manual_Review_Start,Manual_Review_End,Abandonment_Timestamp,Approval_Timestamp,Activation_Timestamp,Time_To_Approval_Hours,Time_To_Activation_Hours,Elapsed_Time_To_Abandonment_Hours,Elapsed_Process_Hours,Total_Onboarding_Hours,SLA_Target_Hours,SLA_Utilization,SLA_Margin_Hours,SLA_Met_Flag,First_Pass_Yield_Flag,Customer_Complaint_Flag,Prevention_Cost,Required_Manual_Review_Cost,Defect_Driven_Review_Cost,Rework_Cost,Repeat_Processing_Cost,Complaint_Cost,Abandonment_Cost,Expedited_Handling_Cost,Total_Prevention_Cost,Total_Appraisal_Cost,Total_Internal_Failure_Cost,Total_External_Failure_Cost,Total_COPQ,Total_Cost_of_Quality,COPQ_Rework_Cost,COPQ_Manual_Review_Cost,COPQ_Complaint_Cost,COPQ_Abandonment_Cost
2024-01-01,APX1000037,2024-01,Digital App,Retail Affluent,Savings Account,Northern,BR-016,Afternoon,2024-01-01 07:30:41.634089571,1,0,0,2,0,13.1,13.1,Low,2,4,21,Low,0.0,0.49,0.51,0.06,0.01,0.02,0.0,1,0,1,1,0,0,0,0,0,1,1,0,0,3,2,1,91.1,0,0,0,0,AN-0076,0,48.7,18.2,42.7,37.7,41.4,0.0,0.0,0,0,1,Completed,,2024-01-01 08:19:23.634089571,2024-01-01 08:37:35.634089571,2024-01-01 08:37:35.634089571,2024-01-01 09:20:17.634089571,2024-01-01 09:57:59.634089571,2024-01-01 10:39:23.634089571,,,,2024-01-01 12:10:29.634089571,2024-01-01 12:32:47.024831385,4.663333333333333,5.034830761615,,5.034830761615,5.034830761615,8.0,0.629353845201875,2.965169238385,1.0,0,1,4.0,0.0,0.0,70.0,40.0,80.0,0.0,0.0,4.0,0.0,110.0,80.0,190.0,194.0,70.0,0.0,80.0,0.0
2024-01-01,APX1000018,2024-01,Digital App,Retail Mass Market,Transactional Account,Central,BR-005,Evening,2024-01-01 08:16:29.887489336,1,0,1,2,0,41.4,41.4,Medium,1,3,10,Low,0.0,0.15,0.85,0.1,0.02,0.03,0.0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0,0,AN-0125,0,51.2,20.3,21.4,30.9,17.5,0.0,0.0,0,0,1,Completed,,2024-01-01 09:07:41.887489336,2024-01-01 09:27:59.887489336,2024-01-01 09:27:59.887489336,2024-01-01 09:49:23.887489336,2024-01-01 10:20:17.887489336,2024-01-01 10:37:47.887489336,,,,2024-01-01 10:37:47.887489336,2024-01-01 10:44:34.538518552,2.355,2.4679586192266667,,2.4679586192266667,2.4679586192266667,8.0,0.30849482740333334,5.532041380773333,1.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2024-01-01,APX1000041,2024-01,Digital App,Retail Mass Market,Credit Card,Southern,BR-052,Evening,2024-01-01 08:21:23.202275652,2,0,0,2,0,22.9,22.9,Low,2,5,32,Medium,0.0,0.57,0.43,0.05,0.01,0.02,0.0,1,0,1,1,0,0,0,0,0,1,1,0,0,4,2,1,77.3,0,0,0,0,AN-0172,0,29.0,7.4,29.9,98.8,26.0,0.0,0.0,0,0,1,Completed,,2024-01-01 08:50:23.202275652,2024-01-01 08:57:47.202275652,2024-01-01 08:57:47.202275652,2024-01-01 09:27:41.202275652,2024-01-01 11:06:29.202275652,2024-01-01 11:32:29.202275652,,,,2024-01-01 12:49:47.202275652,2024-01-01 13:23:40.100252736,4.473333333333334,5.038027215856667,,5.038027215856667,5.038027215856667,16.0,0.3148767009910417,10.961972784143333,1.0,0,0,4.0,0.0,0.0,70.0,40.0,0.0,0.0,0.0,4.0,0.0,110.0,0.0,110.0,114.0,70.0,0.0,0.0,0.0
2024-01-01,APX1000042,2024-01,Digital App,Retail Mass Market,Business Account,Northern,BR-026,Morning,2024-01-01 08:23:01.708413673,3,1,0,2,0,44.9,44.9,Medium,1,9,58,High,0.0,0.0,1.19,0.14,0.03,0.05,0.0,1,0,1,1,0,0,0,0,0,1,1,0,0,7,1,1,49.9,0,0,0,0,AN-0026,0,20.3,31.1,53.3,31.0,60.0,0.0,0.0,0,0,1,Completed,,2024-01-01 08:43:19.708413673,2024-01-01 09:14:25.708413673,2024-01-01 09:14:25.708413673,2024-01-01 10:07:43.708413673,2024-01-01 10:38:43.708413673,2024-01-01 11:38:43.708413673,,,,2024-01-01 12:28:37.708413673,2024-01-01 12:43:43.648143487,4.093333333333334,4.344983258281666,,4.344983258281666,4.344983258281666,24.0,0.18104096909506942,19.655016741718335,1.0,0,0,4.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,4.0,0.0,55.0,0.0,55.0,59.0,35.0,0.0,0.0,0.0
2024-01-01,APX1000046,2024-01,Branch,Retail Mass Market,Transactional Account,Central,BR-040,Afternoon,2024-01-01 08:25:41.971517598,1,0,0,1,0,13.6,13.6,Low,1,3,10,Low,0.0,0.0,1.62,0.19,0.03,0.05,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,AN-0100,0,25.6,24.9,13.2,84.4,29.7,0.0,0.0,0,0,1,Completed,,2024-01-01 08:51:17.971517598,2024-01-01 09:16:11.971517598,2024-01-01 09:16:11.971517598,2024-01-01 09:29:23.971517598,2024-01-01 10:53:47.971517598,2024-01-01 11:23:29.971517598,,,,2024-01-01 11:23:29.971517598,2024-01-01 11:46:05.851322532,2.9633333333333334,3.3399666124816667,,3.3399666124816667,3.3399666124816667,8.0,0.41749582656020834,4.660033387518333,1.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2024-01-01,APX1000000,2024-01,Branch,Retail Affluent,Transactional Account,Southern,BR-007,Afternoon,2024-01-01 08:30:16.074619311,1,0,0,1,0,5.8,5.8,Low,1,3,10,Low,0.0,0.13,1.87,0.22,0.06,0.08,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,AN-0067,0,33.6,18.2,10.9,44.9,33.4,0.0,0.0,0,0,1,Completed,,2024-01-01 09:03:52.074619311,2024-01-01 09:22:04.074619311,2024-01-01 09:22:04.074619311,2024-01-01 09:32:58.074619311,2024-01-01 10:17:52.074619311,2024-01-01 10:51:16.074619311,,,,2024-01-01 10:51:16.074619311,2024-01-01 11:01:05.764650537,2.35,2.513802786451667,,2.513802786451667,2.513802786451667,8.0,0.3142253483064584,5.4861972135483335,1.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2024-01-01,APX1000070,2024-01,Branch,Private Banking,Transactional Account,Northern,BR-056,Afternoon,2024-01-01 08:32:17.186839771,1,0,0,1,0,7.0,7.0,Low,1,3,10,Low,0.0,0.0,2.21,0.26,0.09,0.07,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,AN-0116,0,27.4,13.3,21.4,44.1,23.2,0.0,0.0,0,0,1,Completed,,2024-01-01 08:59:41.186839771,2024-01-01 09:12:59.186839771,2024-01-01 09:12:59.186839771,2024-01-01 09:34:23.186839771,2024-01-01 10:18:29.186839771,2024-01-01 10:41:41.186839771,,,,2024-01-01 10:41:41.186839771,2024-01-01 11:12:05.795988115,2.1566666666666667,2.6635025412066664,,2.6635025412066664,2.6635025412066664,8.0,0.3329378176508333,5.336497458793334,1.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2024-01-01,APX1000017,2024-01,Call Centre,Retail Affluent,Transactional Account,Southern,BR-032,Evening,2024-01-01 08:38:53.332750111,1,0,0,2,0,21.2,21.2,Low,1,3,10,Low,0.0,0.4,0.6,0.07,0.02,0.02,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,AN-0152,0,81.4,11.7,9.6,28.6,18.0,0.0,0.0,0,0,1,Completed,,2024-01-01 10:00:17.332750111,2024-01-01 10:11:59.332750111,2024-01-01 10:11:59.332750111,2024-01-01 10:21:35.332750111,2024-01-01 10:50:11.332750111,2024-01-01 11:08:11.332750111,,,,2024-01-01 11:08:11.332750111,2024-01-01 11:19:17.234082823,2.4883333333333333,2.673305925753333,,2.673305925753333,2.673305925753333,8.0,0.33416324071916664,5.326694074246667,1.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2024-01-01,APX1000081,2024-01,Branch,Retail Affluent,Personal Loan,Central,BR-045,Morning,2024-01-01 08:46:06.704299153,2,0,0,1,0,19.7,19.7,Low,1,5,24,Low,0.0,0.0,1.27,0.15,0.03,0.05,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,0,AN-0045,0,21.8,13.2,43.7,40.5,35.0,0.0,0.0,0,0,1,Completed,,2024-01-01 09:07:54.704299153,2024-01-01 09:21:06.704299153,2024-01-01 09:21:06.704299153,2024-01-01 10:04:48.704299153,2024-01-01 10:45:18.704299153,2024-01-01 11:20:18.704299153,,,,2024-01-01 11:20:18.704299153,2024-01-01 12:04:05.449140895,2.57,3.2996513449283333,,3.2996513449283333,3.2996513449283333,8.0,0.41245641811604167,4.700348655071666,1.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2024-01-01,APX1000083,2024-01,Digital App,Retail Mass Market,Personal Loan,Southern,BR-042,Evening,2024-01-01 08:47:49.418921126,2,0,0,2,0,25.6,25.6,Low,1,5,24,Low,0.0,0.49,0.51,0.06,0.02,0.02,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,0,AN-0162,0,17.2,22.0,21.3,50.7,30.4,0.0,0.0,0,0,1,Completed,,2024-01-01 09:05:01.418921126,2024-01-01 09:27:01.418921126,2024-01-01 09:27:01.418921126,2024-01-01 09:48:19.418921126,2024-01-01 10:39:01.418921126,2024-01-01 11:09:25.418921126,,,,2024-01-01 11:09:25.418921126,2024-01-01 11:41:32.276687780,2.36,2.895238268515,,2.895238268515,2.895238268515,8.0,0.361904783564375,5.1047617314850005,1.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
